Unnamed: 0,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
1831,11629406,"Thong Lo BTS City Center - Foodie, Hip & Trendy",37959094,Bo,Khlong Toei,13.72262,100.57961,Entire home/apt,1189,2,157,2022-12-12,1.92,1,164,5
1832,12043561,Thrifty 2 bedrooms near BTS Ekkamai,34982031,Sharon,Vadhana,13.72533,100.58618,Entire home/apt,1697,2,34,2022-11-04,0.42,2,341,6
1836,12765905,Cozy Studio @Asoke - 7 min to BTS,42891041,Miki,Vadhana,13.74138,100.56092,Private room,1200,30,0,,0.0,2,365,0
1838,12786053,Condo Sukhumvit 49 LIV@49 Thonglor BTS Station,38125189,Dome,Vadhana,13.72741,100.57481,Entire home/apt,1000,90,10,2022-11-14,0.15,1,219,3
1840,12047672,1BR INFINITY POOL HIPSTERHOOD,9252797,Ratthapol,Vadhana,13.73163,100.58885,Entire home/apt,1732,30,84,2022-12-14,1.02,2,315,1
1841,12796902,Modern room near BTS Onnut with Breakfast + WiFi,8444643,Kiattisak,Khlong Toei,13.70747,100.5992,Private room,1399,1,14,2018-06-03,0.17,53,360,0
1846,12801482,5 min walk to BTS Siam,69748617,Pan,Ratchathewi,13.75235,100.52499,Private room,1212,1,0,,0.0,4,178,0
1848,12814756,Luxury 1 Bedroom /Heart of Bangkok,69889907,Sanjay,Vadhana,13.73589,100.56514,Entire home/apt,1700,30,0,,0.0,3,0,0
1849,12056527,Cheap room Bangkok pool skytrain ^^,64566377,Jane,Sathon,13.71808,100.51601,Shared room,762,10,0,,0.0,1,365,0
1851,12814923,Parkview/Large room/Comfy/Modern,48760682,Rich,Ratchathewi,13.75769,100.54419,Hotel room,1481,1,196,2022-12-11,2.43,11,355,3
1852,12815419,Stylish Double BR with Bathtub Tong lo BTS station,32317869,Chet,Vadhana,13.73016,100.58153,Private room,900,1,3,2017-02-03,0.04,9,356,0
1855,12815555,Luxury 2 Bedroom / Heart of Bangkok,69889907,Sanjay,Vadhana,13.74476,100.55572,Entire home/apt,2600,30,1,2017-07-21,0.02,3,0,0
1856,12816580,Stylish 2 bedroom Condo 3 mins from Thonglor.,31702841,Pitcha,Huai Khwang,13.74503,100.58613,Entire home/apt,2600,30,10,2022-07-31,0.14,2,163,1
1857,12222879,Toy@Diamond Sukhumvit,33330254,Toy,Khlong Toei,13.71006,100.59694,Private room,850,6,0,,0.0,1,358,0
1858,12818249,Sukhumvit-Phakanong Condominiums (100m. to BTS),59999402,Tanakorn,Khlong Toei,13.71361,100.59285,Entire home/apt,800,30,2,2022-12-14,1.67,1,303,2
1859,12243036,Clean and Private Condo Rm for Rent,54323815,Emmie,Huai Khwang,13.78479,100.58509,Private room,500,3,1,2016-05-02,0.01,1,363,0
1861,12255834,Hi end & Low budget  Center of BKK,41535011,Prapat,Ratchathewi,13.74866,100.55667,Private room,1747,2,0,,0.0,1,365,0
1864,12819259,The Room Sukhumvit 69,69928911,Kamy,Khlong Toei,13.71308,100.59349,Entire home/apt,1000,90,1,2020-01-31,0.03,1,365,0
1868,12828159,Vintage White 3BR Flat on Sathorn,70000125,Wongthiwat,Sathon,13.72123,100.53945,Entire home/apt,2600,12,13,2019-12-15,0.17,1,304,0
1872,12837442,Flat Sukhumvit Soi 12,70090844,Chavarin,Khlong Toei,13.73439,100.55724,Entire home/apt,1000,300,36,2018-02-09,0.45,1,358,0
1874,12117194,No.4 Double bed room,60178359,Kanta,Vadhana,13.73588,100.56758,Private room,1793,7,0,,0.0,2,358,0
1876,12121841,スクンビットBTSプロンポン駅近くの快適ロケーションで満喫BKKライフ,63805133,Osamu,Vadhana,13.73534,100.56788,Private room,3463,1,4,2016-12-09,0.05,2,337,0
1877,12856142,1 Bedroom Deluxe @The Kaze34 Hotel,64131143,Chetna,Vadhana,13.70985,100.60041,Private room,2786,1,9,2022-11-07,0.14,3,365,4
1880,12281386,"Best location 
650m :BTS Tonglor 
1 km :Emquartier",37363663,Puncharee,Vadhana,13.7295,100.57613,Private room,1064,30,1,2022-10-26,0.47,1,315,1
1881,12160023,8/19 Cozy house by Ekamai bts,37205227,Chombongkot,Vadhana,13.71778,100.58973,Entire home/apt,990,3,0,,0.0,1,364,0
1883,12163892,Cosy Condo in Thonglor,23348357,Ashley,Vadhana,13.74012,100.58091,Entire home/apt,1000,30,12,2022-03-20,0.15,1,271,1
1886,12164078,28 Sqm Condominium Aspire Rama 4 921,62362479,Laszlo,Khlong Toei,13.71107,100.58325,Entire home/apt,700,2,9,2018-02-01,0.11,3,79,0
1887,12862003,Modern room near BTS Onnut with Breakfast + WiFi,8444643,Kiattisak,Vadhana,13.7079,100.60222,Private room,1399,1,11,2022-11-05,0.14,53,340,1
1889,12312578,Nice view Cozy 1BD near BTS,42696116,Supachai,Sathon,13.71688,100.51712,Entire home/apt,1000,60,0,,0.0,1,171,0
1894,13257563,One Bedroom in Luxury Condo,74607170,Mana,Vadhana,13.71543,100.59191,Private room,1000,180,0,,0.0,1,358,0
1898,12905268,Rama 9 Private 2BR in Huai Khwang,14363728,Mun,Huai Khwang,13.76048,100.56886,Entire home/apt,1657,90,0,,0.0,3,363,0
1900,12331724,"✻✻Easy, Fun, Comfort✻Quiet Studio Bkk Center✢MRT✻✻",1927968,Evan,Sathon,13.72062,100.54707,Entire home/apt,651,1,139,2022-12-13,1.71,37,312,5
1902,12332264,⍟⍟Cozy Hideaway Near MRT Lumpini and Center⍟⍟,1927968,Evan,Sathon,13.72062,100.54707,Entire home/apt,750,1,91,2022-12-12,1.21,37,307,5
1904,12336942,プロンポン駅近くツインベッド,63805133,Osamu,Vadhana,13.7355,100.568,Private room,3117,1,8,2017-04-06,0.1,2,364,0
1905,13271277,REZT Bangkok,72470323,Supat,Khlong Toei,13.73182,100.56484,Private room,1290,1,8,2019-01-29,0.1,1,25,0
1907,12906923,Private Comfy Near BTS & MRT Sukhumvit,36202694,Pammy'S,Vadhana,13.74308,100.55729,Entire home/apt,800,25,75,2022-11-16,0.93,2,262,4
1909,13273066,"The Mark, Condo",74780443,Attapol,Ratchathewi,13.75295,100.56254,Private room,1732,45,5,2016-08-07,0.06,1,363,0
1913,12918427,Private Home Walkable to BTS & MRT,36202694,Pammy'S,Vadhana,13.74231,100.55905,Entire home/apt,800,25,90,2022-11-27,1.12,2,233,3
1914,12927591,"1 bedroom themed Bangkok deco,BTS",70943122,Ds67 Suites,Khlong Toei,13.71449,100.59151,Hotel room,1190,1,5,2018-02-12,0.06,1,365,0
1923,13302237,曼谷市中心低调奢华公寓 拉玛9商场后近地铁站luxury behind Central Rama 9,68776783,Rui,Huai Khwang,13.75846,100.56996,Entire home/apt,750,5,62,2022-12-03,0.78,1,147,5
1924,12956580,Japan Style  room near Thong lo Station Sukhumvit,32317869,Chet,Vadhana,13.73034,100.5816,Private room,599,1,0,,0.0,9,356,0
1925,12957559,Stylish Single room near Tong lo Station Sukhumvit,32317869,Chet,Vadhana,13.7304,100.58154,Private room,560,1,7,2020-03-01,0.1,9,356,0
1928,12960000,Your Nest in the Oasis minutes away from the buzz,8960113,Iram,Vadhana,13.71214,100.60158,Entire home/apt,1000,45,8,2022-10-01,0.1,2,0,1
1941,12973533,Sukhumvit-2Bedrooms-BTS-Wifi-Pool,21546515,Suksun,Vadhana,13.73056,100.57838,Entire home/apt,1247,28,33,2022-10-25,0.42,3,69,2
1944,13333771,1 bedroom aptm. close to Asoke/Queen Sirikit MRT,75208031,R,Khlong Toei,13.72453,100.56275,Entire home/apt,900,60,0,,0.0,1,328,0
1946,13341267,Chic and bright 1-BR in the heart of Bangkok,4100838,Siri,Ratchathewi,13.755825996398926,100.54287719726562,Entire home/apt,1400,21,15,2022-11-29,0.19,3,347,3
1952,12458302,6 Bed Mixed Dorm A - 6,29674773,Matthew,Vadhana,13.74375,100.55703,Shared room,351,1,1,2016-09-07,0.01,4,365,0
1954,13350391,Modern room near BTS Onnut with Breakfast + WiFi,8444643,Kiattisak,Vadhana,13.7083,100.60098,Private room,1399,1,0,,0.0,53,359,0
1955,13352188,CGCASA Room 303,75700663,Pachara,Khlong Toei,13.7235,100.56548,Private room,1000,2,14,2022-12-10,0.18,6,360,2
1956,13007341,New Near MRT 1BR Kitchen Pool Fitness Quiet&Safe,71749140,Anucha,Huai Khwang,13.772075,100.577812,Entire home/apt,935,30,40,2017-02-07,0.5,1,365,0
1959,12474561,8 Bed Mixed Dorm D - 8,29674773,Matthew,Vadhana,13.74433,100.55701,Shared room,351,1,0,,0.0,4,365,0
1960,12474607,10 Beds Mixed Dorm F - 9,29674773,Matthew,Vadhana,13.74244,100.55499,Shared room,351,1,0,,0.0,4,364,0
1964,12478453,10 Beds Mixed Dorm F - 8,29674773,Matthew,Vadhana,13.7423,100.55562,Shared room,351,1,0,,0.0,4,364,0
1966,13382633,NEW!! 33Sqm 1BD Suite Sukhumvit26 EmDistrict Pool,12743033,Thanan,Khlong Toei,13.72592,100.57205,Entire home/apt,1177,300,12,2018-07-11,0.16,2,364,0
1970,12486019,Luxury 2brs apt near Platinum mall and skytrain.,67590979,Nad,Ratchathewi,13.75231,100.53578,Entire home/apt,3750,30,11,2019-04-16,0.16,3,65,0
1973,12508341,Sathorn 15/ 3mins to Surasak BTS,67736600,Kat,Sathon,13.71709,100.52305,Entire home/apt,1500,1,3,2017-12-24,0.04,1,90,0
1975,13400292,Brand new 1 bedroom near BTS Ratchathewi,76055317,Thikumporn,Ratchathewi,13.75242,100.5339,Entire home/apt,866,30,27,2020-02-14,0.34,2,59,0
1981,13400326,Errday Guest House,73275200,Pakaphol,Khlong Toei,13.72427,100.56443,Private room,950,1,1,2020-02-19,0.03,3,1,0
1993,13418165,Modern room near BTS Onnut with Breakfast + WiFi,8444643,Kiattisak,Khlong Toei,13.7065,100.60016,Private room,1399,1,2,2020-01-26,0.04,53,363,0
1994,12535507,APARTMENT @BTS TAKSIN SATHORN SILOM,67888173,Yuttana,Sathon,13.71751,100.51558,Private room,4156,2,11,2019-01-02,0.14,1,180,0
1998,13421469,2Bed LUXE/PrimeSukhumvit/BTS/CBD,9509219,Piya,Khlong Toei,13.71245,100.59312,Entire home/apt,2355,365,0,,0.0,8,89,0
2000,13421757,แอสปายคอนโดสุขุมวิท48,76501948,วิภา,Vadhana,13.70957,100.59936,Entire home/apt,2000,180,0,,0.0,1,362,0
2004,13067622,Parkview BKK / Very Cozy / City Center! Free Wifi,48760682,Rich,Ratchathewi,13.75969,100.54456,Hotel room,1502,1,51,2022-11-27,0.64,11,357,1
2006,13072422,"2BR,BTS Rachathewi,center of city",72467826,Supacharee,Ratchathewi,13.75251,100.531,Entire home/apt,4156,30,11,2016-08-06,0.14,1,91,0
2009,12568985,Sukhumvit 77 Bangkok Phar Khanong BTS (Free WiFi),68147908,Dave,Vadhana,13.72262,100.59649,Entire home/apt,693,20,7,2022-11-04,0.09,1,348,1
2013,13436611,Great place for family with kids & big groups,43244379,Laddawan,Vadhana,13.73914,100.57433,Private room,2000,2,0,,0.0,1,179,0
2023,12594513,MRT Ladprao/ Thai style room,24823469,Jitthamas,Huai Khwang,13.80011,100.58521,Private room,600,1,3,2020-01-12,0.05,1,365,0
2024,13095740,NM Private and cosy room in the center of Bangkok,68983070,Nawarat,Huai Khwang,13.79912,100.57504,Entire home/apt,600,28,43,2020-02-22,0.67,2,241,0
2026,13451554,Luxury1 bed/1min BTS/ fully equipped facilities,75129764,Snaechan,Khlong Toei,13.71487,100.59088,Entire home/apt,1697,2,3,2017-08-03,0.04,1,57,0
2028,13469414,Whole unit in Ekkamai Sukhumvit 63,75896029,Kongkha,Vadhana,13.72307,100.58648,Entire home/apt,3612,5,14,2022-11-07,0.26,2,148,3
2029,13469480,Family group ekamai BTS,75896029,Kongkha,Vadhana,13.73951,100.58954,Entire home/apt,2900,7,3,2019-03-10,0.05,2,148,0
2031,13488757,"Next to Thong Lor BTS, Urban Living in Bangkok",31060474,Park,Khlong Toei,13.722,100.5806,Entire home/apt,2000,3,0,,0.0,1,178,0
2036,13514744,d-haus 1308,77427292,D-Haus Lad Prao,Huai Khwang,13.79383,100.58846,Entire home/apt,700,1,14,2019-02-18,0.18,3,177,0
2042,12611931,Vista Garden  Condo Near BTS Onnut,41598889,Anucha,Vadhana,13.7132,100.60016,Entire home/apt,914,3,55,2018-08-24,0.71,6,302,0
2044,13120933,3D-Private ORIENTAL Room,68582651,Thanawat,Khlong Toei,13.72314,100.5783,Hotel room,1100,1,1,2019-02-23,0.02,1,361,0
2051,13533678,Taksin Station - Apartment with river view,22109620,Krissana,Sathon,13.7144,100.51274,Entire home/apt,990,1,9,2019-09-17,0.12,3,365,0
2053,13564396,117m2 amazing condo 2br/2ba BTS Thonglo NobleRemix,38703124,Marisa,Vadhana,13.72464,100.57957,Entire home/apt,2199,30,2,2017-01-16,0.03,1,0,0
2056,13581352,The Diamond Ratchada Place,78390719,Zhou,Huai Khwang,13.77542,100.57493,Entire home/apt,1080,4,38,2022-11-26,0.49,1,326,7
2059,13131380,Up Ekamai condominium,73134413,Tansita,Vadhana,13.71994,100.59121,Private room,2000,2,1,2018-01-11,0.02,1,365,0
2065,13592423,2bedsfor4people☆WIFI☆MBK☆BTS☆SIZE L,78463659,นิททา,Ratchathewi,13.75286,100.53169,Private room,2500,1,1,2018-01-01,0.02,1,364,0
2066,13592476,Lovelt brand new condo near Supper,21750446,Sumalee,Vadhana,13.74008,100.56699,Private room,1471,1,0,,0.0,3,347,0
2070,13142152,Karn Residence,73258227,Khatawut,Ratchathewi,13.75207,100.56157,Entire home/apt,2450,2,0,,0.0,1,365,0
2073,13595475,1BEDROOM☆WIFI☆MBK☆BTS☆SIZE M,77328579,Puwanun,Ratchathewi,13.75105,100.53356,Private room,2355,1,0,,0.0,1,90,0
2074,13595883,3 Beds 1 Bath next to Subway MRT,40462226,Chanlakan,Sathon,13.72169,100.55111,Private room,900,1,23,2022-11-30,0.29,7,73,1
2075,13142743,Unknown,73275200,Pakaphol,Khlong Toei,13.72566,100.56416,Private room,850,1,2,2017-12-11,0.03,3,220,0
2078,13599953,CoZyroom - 3 minutes BTS on nut,44159781,B,Khlong Toei,13.70448,100.60078,Private room,866,1,0,,0.0,1,364,0
2083,12715893,Parkview/BKK/Large room and modern / CITY CENTER!,48760682,Rich,Ratchathewi,13.75817,100.54469,Hotel room,1491,1,105,2022-11-13,1.3,11,359,1
2084,13614877,Clean and cosy room in the city near train.,32193467,Piyada,Huai Khwang,13.76597,100.5801,Entire home/apt,1500,1,102,2022-11-13,1.31,2,319,2
2087,13630988,UP CONDO,79022048,Piyasan,Vadhana,13.73923,100.58856,Private room,1100,1,3,2019-01-02,0.05,3,364,0
2092,12739724,Parkview BKK/Large room/Pratunam/ CENTRALWORLD,48760682,Rich,Ratchathewi,13.75944,100.54322,Hotel room,1507,1,106,2020-03-08,1.31,11,338,0
2096,13647561,"Stylish Loft @BTS Thonglor, WiFi100Mbps, Pool, Gym",10901596,Phatcharadhan (YoU),Khlong Toei,13.72051,100.57832,Entire home/apt,2078,20,29,2019-10-28,0.4,2,338,0
2097,13650053,Pongo! A Peaceful Multicolors Space,5276255,Patisorn,Khlong Toei,13.72914,100.56709,Entire home/apt,2009,2,58,2018-05-24,0.73,2,330,0
2099,13196131,"1 bedroom for rent-Phrakanong area ,Soi Pridi 14",659899,Laidback Place,Vadhana,13.7213,100.60341,Private room,1100,30,0,,0.0,2,363,0
2100,13204793,Luxury Duplex 68 Sqm. PC+WiFi 50 Mbps.80 M.to BTS,65096613,Good Service,Vadhana,13.71666,100.59198,Entire home/apt,2846,14,29,2022-11-29,0.39,7,150,2
2103,13660524,Single Room,79400553,Sirima,Sathon,13.7192,100.53328,Private room,800,1,2,2019-01-01,0.03,5,356,0
2104,13661846,Deluxe room garden view,79400553,Sirima,Sathon,13.71829,100.53562,Private room,1050,1,1,2017-12-17,0.02,5,83,0
2123,14233964,Center of Sukhumvit Road close to 2BTS & 1Subway,51783672,Prem,Vadhana,13.74185,100.55642,Private room,879,4,74,2022-01-02,0.95,1,302,1
2128,14240567,1 bed room in Central Bangkok in Sukhumvit 49,17589873,Savitri,Khlong Toei,13.71262,100.59131,Entire home/apt,1500,1,1,2022-07-22,0.19,1,365,1
2130,13804275,1BR Condominium @ Omni Tower Nana,42245609,Nana,Khlong Toei,13.73644,100.55403,Entire home/apt,1425,2,64,2022-11-20,0.83,1,317,1
2131,13815520,"Hip&Stunning Patio!! 2BR/2BATH suite, MRT Lumpini",15214203,Bee,Sathon,13.71966,100.5485,Entire home/apt,3067,1,128,2022-10-01,1.63,29,315,7
2136,13722609,Bourbon Street Boutique Hotel,80196677,Bourbon Street,Vadhana,13.74002,100.58887,Hotel room,1200,1,0,,0.0,3,89,0
2137,13722824,Bourbon Street Boutique Hotel,80196677,Bourbon Street,Vadhana,13.73947,100.59068,Hotel room,1400,1,0,,0.0,3,88,0
2138,13822884,Onnut BTS 250m Walking/Wi-fi 18th Floor,81448303,Jitladda จิตลัดดา,Vadhana,13.70992,100.60127,Private room,1400,28,62,2022-11-22,0.79,1,259,2
2140,13830426,It is 150sqm house having good view,81552909,Kyuwan,Khlong Toei,13.72792,100.56187,Private room,1732,1,1,2016-12-28,0.01,1,365,0
2142,13835834,2@WOW!! Just 1min walk to BTS OnNut,54134220,Kittipong,Vadhana,13.70558,100.60315,Entire home/apt,1039,1,236,2022-12-08,3.01,3,324,1
2148,13871528,"New condominium, Asoke-Sukhumvit area 250m to MRT",30387753,Mandy,Ratchathewi,13.74949,100.56349,Private room,890,30,2,2022-09-17,0.04,1,172,1
2156,13874083,Suited@Sukhumvit soi 24 (near BTS),81973910,Bung,Khlong Toei,13.72358,100.5653,Entire home/apt,1500,28,44,2022-12-11,0.57,1,317,4
2157,14273017,The Clover Residence - Condominium.,86741374,Ejaz,Vadhana,13.736,100.58512,Entire home/apt,1450,6,41,2022-07-19,0.54,1,351,3
2161,13752083,"Bourbon St Restaurant, Oyster Bar & Boutique Hotel",80196677,Bourbon Street,Vadhana,13.74082,100.59029,Entire home/apt,1600,1,0,,0.0,3,89,0
2164,13755069,Siam Central Park House/Near Siam Paragon and MBK,70865308,Tanasun,Ratchathewi,13.75167,100.53004,Private room,1212,1,8,2019-03-11,0.11,1,363,0
2165,14307213,"Cozy Place BKK, Stylish bedroom with Hi Speed Wifi",10322683,Maeo,Vadhana,13.72978,100.57187,Private room,1800,2,1,2016-11-20,0.01,1,358,0
2167,13760584,20% OFF Vanilla Patio Bangkok Free Wi-Fi & Water,19266319,Alex,Vadhana,13.71534,100.59184,Entire home/apt,1364,30,302,2022-12-14,3.86,36,328,7
2169,13904981,Bed in 8 Bed Mixed Dormitory on Sukhumvit road,22869250,Eve,Khlong Toei,13.72767,100.57084,Shared room,410,1,1,2018-02-25,0.02,7,0,0
2174,14312880,Tailorbird B&B:Charming rm near BTS,435738,Passara,Khlong Toei,13.72801,100.5709,Private room,1450,2,4,2018-07-01,0.05,3,363,0
2176,13920174,Cozy Luxe Escape Connected to Ekamai Skytrain,82634114,Net,Khlong Toei,13.71851,100.58379,Entire home/apt,600,28,17,2022-10-07,0.28,1,66,2
2181,14312937,Tailorbird B&B: Boutique vacation near BTS,435738,Passara,Khlong Toei,13.72883,100.57108,Private room,1450,2,18,2019-06-08,0.24,3,363,0
2188,14748680,Savi Rooms Super Deluxe studio (2) nr Bkk hospital,75693870,Savi,Huai Khwang,13.75168,100.57777,Entire home/apt,1499,30,4,2019-10-28,0.05,8,180,0
2190,14327071,Double room Paris in bkk no elevator,84037925,Syed,Ratchathewi,13.75469,100.54038,Private room,600,1,4,2018-12-20,0.05,4,347,0
2191,14327211,Family room Paris in bangkok no elevator,84037925,Syed,Ratchathewi,13.75343,100.53928,Private room,1300,1,2,2017-02-21,0.03,4,347,0
2192,14327314,Double room new Paris in Bangkok,84037925,Syed,Ratchathewi,13.75294,100.54056,Private room,800,1,1,2020-01-25,0.03,4,347,0
2193,14347227,Diamond Sukhumvit condo BKK,76322513,Aonhong,Vadhana,13.70675,100.60101,Private room,1190,1,1,2016-12-29,0.01,1,364,0
2194,14749067,Cozy place at Tree Condo - Sukumvit Soi 42/1,27021242,Loic,Khlong Toei,13.7146,100.58738,Private room,922,30,6,2019-04-18,0.08,1,358,0
2195,14359917,Tailorbird B&B:Family room in charming home nr BTS,435738,Passara,Khlong Toei,13.72715,100.57302,Private room,1000,2,1,2019-01-20,0.02,3,363,0
2196,14365976,A studio bedroom in Prime Location - Ratchada,88114964,Araya,Huai Khwang,13.77943,100.57812,Private room,500,30,0,,0.0,1,87,0
2198,14750438,Family Friendly Condo with Baby amenities提供婴儿床,12464021,Rebecca,Huai Khwang,13.76021,100.56938,Entire home/apt,2132,28,234,2022-10-10,3.04,21,293,4
2199,14751932,Serene Suite and Comfy near Marriott Executive Apt,71444803,Tuk,Sathon,13.72373,100.53806,Private room,3000,2,17,2018-06-23,0.23,4,364,0
2201,13945370,Refill Now loft for 4 people,82968316,Narongsak,Vadhana,13.73571,100.60028,Private room,3700,1,0,,0.0,3,362,0
2202,13946429,Refill Now Loft for 2 people,82968316,Narongsak,Vadhana,13.73426,100.60192,Private room,1850,1,1,2018-12-28,0.02,3,362,0
2203,14376311,Comfortable room heart of Thonglor.,10051980,Chinachan,Vadhana,13.73771,100.58237,Entire home/apt,2251,2,1,2018-06-09,0.02,1,362,0
2204,13947079,Refill Now Female Dorm,82968316,Narongsak,Vadhana,13.73529,100.59991,Hotel room,365,1,2,2019-08-19,0.04,3,362,0
2205,13952352,Private Room with Shared Bathroom,22869250,Eve,Khlong Toei,13.72563,100.56897,Private room,1480,1,1,2019-09-06,0.02,7,1,0
2206,14752472,"(A)5pp, 7-11, Thonglo,Sukhumvit,BTS",40262107,Patty,Khlong Toei,13.72533,100.57656,Entire home/apt,850,90,169,2021-01-23,2.23,39,55,0
2209,14764995,good location 3m walk from BTS skytrain,91237366,S30,Khlong Toei,13.72563,100.5719,Private room,1049,1,0,,0.0,2,360,0
2210,13954090,For rent codo sukhumvit 71,80233466,Nattawoot,Vadhana,13.73343,100.60158,Entire home/apt,1732,1,0,,0.0,1,358,0
2211,13970780,Comfortable Private Room@Sukhumvit road,22869250,Eve,Khlong Toei,13.72769,100.57036,Private room,1880,1,0,,0.0,7,1,0
2213,14383359,"Stay Monomer, the ideal location (12 Female) 01",56782854,Off,Ratchathewi,13.75284,100.53124,Shared room,400,1,11,2019-06-30,0.14,24,363,0
2216,13982617,The Base Park West Sukhumvit 77 # High Floor,83438363,Sukanya,Vadhana,13.71372,100.60014,Private room,900,7,1,2022-12-08,1.0,1,339,1
2220,14779322,S30 SUKHUMVIT,91237366,S30,Khlong Toei,13.72649,100.57164,Private room,1200,1,0,,0.0,2,365,0
2224,14392524,Lovely Resort-like Condo in BKK中文服务,12464021,Rebecca,Huai Khwang,13.76044,100.56944,Entire home/apt,2239,28,266,2022-12-07,3.43,21,338,2
2227,14780679,Cozy 2BD in prime Sukhumvit area - Near BTS,1379116,Anocha,Vadhana,13.73865,100.57309,Entire home/apt,2000,4,9,2019-12-19,0.12,1,0,0
2229,14791937,"Picnic Hostel, Bangkok",92377463,Nutt,Ratchathewi,13.76009,100.53944,Shared room,350,1,4,2017-11-22,0.05,1,365,0
2230,13985779,Modern townhouse in a friendly neighborhood,83468697,Todd,Vadhana,13.72525,100.59685,Entire home/apt,2000,14,0,,0.0,1,0,0
2233,14415789,Aloft Studio 04 (at Sukhumvit 49),10477079,Heide Emigre,Vadhana,13.72811,100.5764,Entire home/apt,2000,90,0,,0.0,3,364,0
2238,14004230,The Mustang Nero/No.6 The Pelican,30963587,Themustang,Khlong Toei,13.71155,100.592,Hotel room,2329,1,261,2022-12-11,3.35,10,50,4
2242,14035516,Scenic Top BKK 2BR IDEO Verve living @ BTS Onnut,33648272,Jeenie,Vadhana,13.70558,100.6012,Entire home/apt,899,16,134,2022-07-17,1.84,22,261,1
2243,14794318,"The Rest@49, Spacious studio in Sukhumvit 49",92400185,Raruena,Vadhana,13.73481,100.57656,Private room,3800,1,0,,0.0,1,0,0
2244,14452704,True Siam Phayathai near BTS and Airport Link,89021576,True Siam Phayathai,Ratchathewi,13.75954,100.53664,Private room,1321,1,2,2016-12-12,0.03,2,355,0
2246,14456950,Sathon spacious studio-5min bts s'taksin wifi,2129668,Wimonpak,Sathon,13.71497,100.51245,Entire home/apt,850,1,5,2022-12-20,0.07,41,337,2
2249,14795049,Family Room Condo6 NR Shopping@Platinum + FreeWifi,92406083,David,Ratchathewi,13.75455,100.55439,Entire home/apt,1557,1,80,2022-12-04,1.05,6,239,4
2252,14066721,Garden Terrace ~ Long Term Rental ~ Bangkok,971520,Denis,Khlong Toei,13.71754,100.57223,Entire home/apt,2286,180,12,2018-12-11,0.15,1,364,0
2254,14068699,Quiet and Private At Sukhumvit 71,6128312,Taviras,Vadhana,13.73537,100.60114,Private room,770,1,25,2019-12-31,0.32,3,0,0
2256,14809502,Supalai Wellington Ratchada (1 BR and 47 SQM),92551051,Worawut,Huai Khwang,13.7675,100.57809,Entire home/apt,1177,3,1,2016-09-08,0.01,1,271,0
2257,14811026,Private Room With City View,92567498,The BOB Hostel,Vadhana,13.73171,100.58721,Entire home/apt,1300,1,32,2019-08-12,0.43,5,177,0
2264,14079865,2brs*2 shower same bldg only 5 min S'Taksin BTS,2129668,Wimonpak,Sathon,13.71329,100.51451,Entire home/apt,1699,300,34,2020-02-21,0.45,41,358,0
2268,14087049,Dorm stay and Co working space@Sukhumvit area,22869250,Eve,Khlong Toei,13.72762,100.57046,Shared room,650,1,4,2017-06-18,0.05,7,364,0
2284,14902154,Big room only 5 minutes from BTS skytrain,7860990,Petz,Vadhana,13.725,100.57956,Private room,1000,30,2,2017-02-26,0.03,2,179,0
2285,14903399,U,92902989,Thaksin,Vadhana,13.72216,100.58236,Private room,850,1,0,,0.0,1,365,0
2289,14923497,"Private 6 rooms, 3 Entire Floors Cozy Home, WiFi",19266319,Alex,Vadhana,13.73267,100.59593,Entire home/apt,2500,2,14,2019-07-16,0.19,36,349,0
2291,14927725,5 mins to Lumpini MRT// 42 sqm Modern Studio,15214203,Bee,Sathon,13.71961,100.5486,Entire home/apt,1993,1,8,2022-06-14,0.11,29,266,5
2292,14929984,Boxpackers Hostel - Warm Forest,25942698,Nuttakrit,Ratchathewi,13.75275,100.53849,Shared room,415,1,10,2017-04-09,0.13,2,362,0
2294,14131068,Nice & Big Facilities & Big Bedroom,27088172,Nunnamol,Vadhana,13.71507,100.59899,Private room,2175,90,0,,0.0,1,365,0
2297,14508708,1BR condo/free wifi/ Pleon Jit BTS Station - 120,2092389,Sirichol,Khlong Toei,13.73646,100.55144,Entire home/apt,1290,7,79,2022-12-22,1.02,7,140,4
2298,14509469,VINTAGE HOME IN HEART OF BKK. 2 min walk to BTS,2954058,Charles,Vadhana,13.74257,100.55423,Entire home/apt,2182,20,0,,0.0,2,71,0
2301,14149434,泰国曼谷五星级酒店式公寓，和中国大使馆人员做邻居！,82822850,Fan You,Huai Khwang,13.76048,100.56791,Entire home/apt,4502,1,0,,0.0,2,365,0
2304,14525377,Prime 11,232977481,Joshua,Vadhana,13.74517,100.55636,Entire home/apt,1599,28,9,2022-12-19,0.12,2,0,6
2305,14526580,近地鐵Rama9站與Central百貨公司400公尺/離機場快線轉搭一站/離輕軌捷運轉運站兩站,75904850,Eason,Huai Khwang,13.75874,100.56717,Private room,2000,30,2,2018-04-05,0.03,1,364,0
2308,14150329,泰国曼谷五星级酒店式公寓，和中国大使馆人员做邻居,82822850,Fan You,Huai Khwang,13.75827,100.57004,Entire home/apt,4502,1,0,,0.0,2,364,0
