Unnamed: 0,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
9418,39904499,"Luxury50㎡ condo close PhromPhong,Infinity POOL,GYM",157737601,Mongkorn,Vadhana,13.73165,100.57518,Entire home/apt,2400,5,1,2020-01-04,0.03,4,155,0
9427,39914956,Best Pool View 5 min to MRT -Wifi-Washing machine,307575322,Octopus,Huai Khwang,13.79021,100.57699,Entire home/apt,850,1,1,2019-12-05,0.03,1,89,0
9431,39925482,Alcohol disinfects the room.Safety. Rest assured,66868898,WM•House,Huai Khwang,13.78343,100.5756,Entire home/apt,590,3,14,2019-12-28,0.37,6,3,0
9442,39735431,Grand diamond Suite on 22 Floor,144378446,Bee,Ratchathewi,13.75096,100.5375,Private room,2500,1,0,,0.0,1,365,0
9443,39736027,48sqm Maitria Rama9 1BR Fitness Train Night Market,304429524,Piya,Huai Khwang,13.75012,100.5795,Entire home/apt,4186,1,0,,0.0,10,273,0
9444,39737213,48sqm Maitria Rama9 1 Bedroom near Piyavete,304429524,Piya,Huai Khwang,13.74971,100.57853,Entire home/apt,4186,1,1,2020-01-02,0.03,10,273,0
9445,40109859,温馨loft摩天轮夜市周边/blossom condo@sathon泳池健身房surasak BTS,162537040,Songnya,Sathon,13.71092,100.51896,Entire home/apt,1150,200,2,2020-02-02,0.05,13,364,0
9447,39738459,48sqm Maitria Rama9 RCA Train Night Market Rama9,304429524,Piya,Huai Khwang,13.75041,100.58043,Entire home/apt,4186,1,0,,0.0,10,273,0
9452,39932139,Tang House - Twin Room,37548814,Jira,Ratchathewi,13.75852,100.54261,Private room,1200,1,0,,0.0,3,167,0
9453,39932143,Tang House - King Room1,37548814,Jira,Ratchathewi,13.75863,100.54254,Private room,1200,1,8,2022-11-20,0.22,3,329,7
9456,39952867,SHA PLUS 免隔离公寓，泰国旅游局批准，爱夜生活，爱逛街人士首选,265775228,Pp,Vadhana,13.73697,100.59024,Entire home/apt,2000,3,2,2022-10-19,0.19,6,149,2
9457,39956930,New!  La Chada Night Market studio 2PPL near MRT,201677068,Curry,Huai Khwang,13.77148,100.58032,Entire home/apt,1000,1,16,2020-06-20,0.43,228,0,0
9458,39963673,简约名媛风，4人两居套房，市中心，近火车夜市，暹罗广场，四面佛，素坤逸娜娜，近机场线、地铁、天铁站点,51192901,Dylan,Ratchathewi,13.75139,100.55296,Entire home/apt,2547,1,11,2020-02-03,0.29,14,0,0
9463,39983311,爱泰美,222010753,Lulu,Huai Khwang,13.76574,100.58539,Entire home/apt,1393,2,0,,0.0,1,84,0
9464,39984899,近火车夜市一室一厅SHOW DC 酒吧街中国人房东39,119203329,Leona,Huai Khwang,13.75366,100.57471,Entire home/apt,900,28,3,2022-11-04,0.08,20,76,1
9466,39991016,Alcohol disinfects the room.Safety. Rest assured,66868898,WM•House,Huai Khwang,13.78114,100.57438,Entire home/apt,850,1,0,,0.0,6,76,0
9470,40125583,"F03 - Family Hub - 4 Adults @ Pratunam, Bangkok",309661618,Vince Hotel,Ratchathewi,13.75447,100.53461,Private room,3000,1,0,,0.0,9,57,0
9477,39757839,"2Minutes walk BTS Ratchathewi, Prutunam/ MBK/Siam",40262107,Patty,Ratchathewi,13.75266,100.52927,Entire home/apt,1171,1,14,2022-11-14,0.37,39,89,4
9485,39761396,曼谷市中心高层公园景观！2公里内素坤逸路Aosk/四面佛/暹罗广场//21航站/ram9网红火车夜市,222512870,Yi,Ratchathewi,13.750328,100.555481,Entire home/apt,1500,28,9,2020-03-09,0.24,10,125,0
9486,39761585,"Family Suite -2Bedrooms, I Residence Hotel Sathorn",301148796,Sawassakorn,Sathon,13.71633,100.54006,Private room,3500,1,0,,0.0,9,363,0
9487,39761897,"Junior Suite-1Living Room,I Residence Hotel Sathon",301148796,Sawassakorn,Sathon,13.71826,100.53855,Private room,2500,1,0,,0.0,9,365,0
9491,40126171,City Hideaway- The best townhouse with 3 bed rooms,221304783,City Hideaway,Vadhana,13.72133,100.58923,Entire home/apt,916,1,17,2021-07-11,0.45,5,219,0
9492,40129485,"HappyZleepy_132_Luxury, 5 min to BTS Nana, 200 mb",35082871,Ed,Vadhana,13.74538,100.55777,Entire home/apt,4500,35,15,2020-04-01,0.4,33,0,0
9502,40332172,K--2BD Only 5 Min walk BTS Onnut  Wifi Washmachine,306704320,Kangaroo,Vadhana,13.70529,100.60283,Entire home/apt,1699,1,1,2020-01-02,0.03,16,55,0
9509,40544940,New!  La Chada Night Market studio 2PPL near MRT,201677068,Curry,Huai Khwang,13.77317,100.57928,Entire home/apt,1000,1,3,2020-02-22,0.08,228,0,0
9511,40147952,Breezy Condo Next To St Food&Night Life:JT108,49539775,Max,Vadhana,13.74774,100.55732,Entire home/apt,2500,30,4,2022-09-11,0.12,36,181,2
9513,40151208,温馨Studio摩天轮夜市王权云顶Blossom condo@Shathon surasakBTS,162537040,Songnya,Sathon,13.71055,100.52076,Private room,623,200,2,2019-12-28,0.05,13,180,0
9515,40152588,blossom两室一厅/摩天轮夜市周边/免费泳池健身房温馨公寓/小区设施齐全/surasak BTS,162537040,Songnya,Sathon,13.71225,100.51966,Entire home/apt,1200,208,4,2020-06-12,0.11,13,179,0
9517,40162728,Guest house Thai village,53221722,Nalid,Huai Khwang,13.74887,100.58269,Entire home/apt,3500,2,1,2022-04-17,0.12,1,160,1
9520,40173605,BTS / monthly / Sathorn / POOL,44630834,Ohm Jirarot,Sathon,13.71033,100.5193,Entire home/apt,1214,15,3,2022-12-11,0.09,3,139,2
9522,40180077,Vovage Condo-hostel,302039885,Sutima,Huai Khwang,13.754,100.57685,Shared room,777,1,0,,0.0,1,181,0
9527,40188241,2 Bedroom for Rent only100m. To BTS Sukhumvit Road,10291140,Patcharapan,Vadhana,13.7069,100.60055,Entire home/apt,1732,30,0,,0.0,1,85,0
9531,40332352,★Spacious room 55 sq.m.★ 『Central BKK/Nana BTS』,30184425,Lalida,Khlong Toei,13.73982,100.55387,Entire home/apt,1085,1,6,2022-11-24,0.16,1,149,2
9533,40556660,"116 Sukhumvit22, BTS&MRT Phrompong/Asok, NETFLIX,3",313516769,Fon,Khlong Toei,13.72518,100.56434,Entire home/apt,1200,1,16,2022-12-19,0.43,4,138,3
9535,40211361,Central & cozy corner studio steps from Asoke BTS,47940947,Saran,Khlong Toei,13.73801,100.55876,Private room,3536,1,10,2022-10-16,0.27,2,103,2
9536,40211393,Private B&B - ⭐15 min to ASOKE/PHROMPHONG skytrain,159896045,Khun Mon,Vadhana,13.74123,100.56692,Private room,1100,1,0,,0.0,1,178,0
9537,40212061,52楼曼谷360度夜景抖音IG网红高级公寓/MRT/火车夜市/Asoke暹罗广场/康民医院,132778475,Teik Sing,Ratchathewi,13.74927,100.55567,Entire home/apt,3999,1,1,2019-12-29,0.03,1,364,0
9540,40222374,"CBD Sukhumvit BTS Asoke, MRT QueenSirikit. Luxury",6477957,Ditthakorn (Olivia),Khlong Toei,13.72449,100.56209,Entire home/apt,900,30,1,2021-05-19,0.05,1,0,0
9542,40559195,Cozy Villa Hotel Bangkok,314208071,Ayman,Ratchathewi,13.75562,100.54064,Private room,820,1,6,2022-12-03,0.16,2,361,4
9547,40254480,Nana四面佛酒吧街.2 bedroom新星时代主义.Near MRT and BTS提供接机服务,219301393,Jack,Ratchathewi,13.7507,100.55543,Entire home/apt,2980,365,7,2020-02-21,0.19,9,180,0
9548,40584709,"清风自来 如沐春风 我心安好 便是晴天/Quiet with wifi, longterm stay",158654054,Erica,Khlong Toei,13.70368,100.5937,Private room,800,30,3,2021-12-27,0.17,27,355,0
9549,40584789,"A28 Quiet and Cozy room, feeling home. 安静舒适，家一样的感觉",158654054,Erica,Khlong Toei,13.70466,100.59372,Entire home/apt,739,28,13,2022-01-06,0.35,27,329,2
9550,40595635,近EKKAMAI BTS/贵妇商圈 /coffee shop/brunch集合区7/11便利店,145673155,Cora,Khlong Toei,13.71675,100.56934,Entire home/apt,995,3,2,2022-11-09,0.36,26,328,2
9551,40256493,NiceApartmnt nearBTS Bangkok RiverView FreeSeafood,22109620,Krissana,Sathon,13.71556,100.51456,Entire home/apt,2200,1,0,,0.0,3,251,0
9553,40266459,"F01 - Family Hub - 4 Adults @ Pratunam, Bangkok",309661618,Vince Hotel,Ratchathewi,13.75436,100.53545,Private room,3000,1,0,,0.0,9,329,0
9555,40269025,"Pacific Residence 39, 1 LDK Garden View",252076709,Pacific,Vadhana,13.74164,100.57159,Entire home/apt,2160,1,0,,0.0,6,361,0
9568,40359452,New!  La Chada Night Market studio 2PPL near MRT,201677068,Curry,Huai Khwang,13.76538,100.58617,Entire home/apt,1000,1,8,2020-07-03,0.21,228,0,0
9573,40275050,Anan​ apartment,311114222,Aphiradhi,Huai Khwang,13.77216,100.57713,Entire home/apt,500,1,0,,0.0,1,181,0
9580,40292520,Peaceful Apart. | City View | Thonglor BTS | Wifi,311277916,Saei,Vadhana,13.74225,100.58622,Entire home/apt,2000,2,1,2020-01-02,0.03,1,178,0
9583,40382777,Amenities you deserve and lease rates you'll love.,309430012,Cielo,Vadhana,13.73625,100.60022,Entire home/apt,699,2,1,2019-12-08,0.03,1,363,0
9585,40386935,Sukhumvit 39/ Large room/Central of Bkk,312184450,Somying,Vadhana,13.74264,100.57452,Entire home/apt,3300,15,0,,0.0,1,89,0
9587,40601443,Modern studio close to BTS and shopping malls,314610553,Meechai,Khlong Toei,13.725512,100.5662,Entire home/apt,1275,20,12,2022-08-18,0.33,2,331,4
9589,40607396,Monthly Stay♥1BR /Rooftop Pool+Yoga+Netflix-5m BTS,267746594,Windy,Khlong Toei,13.72625,100.56655,Entire home/apt,1799,30,11,2022-11-20,0.31,37,102,3
9591,40608510,C03 学院风浓郁、跨文化风格公寓/Multicultural&Relaxing condo,158654054,Erica,Khlong Toei,13.7183,100.56945,Private room,990,3,3,2022-11-14,0.08,27,323,1
9595,40623917,New!  La Chada Night Market studio 2PPL near MRT,201677068,Curry,Huai Khwang,13.77105,100.58028,Entire home/apt,1000,1,9,2020-09-22,0.25,228,0,0
9600,40641882,"F02 - Family Hub - 4 Adults @ Pratunam, Bangkok",309661618,Vince Hotel,Ratchathewi,13.75541,100.53668,Private room,3000,1,1,2020-03-06,0.03,9,329,0
9606,40293328,30days!  Sukhumvit NANA spacious 1BR 2PPL near BTS,201677068,Curry,Ratchathewi,13.7503,100.55425,Entire home/apt,1466,3,15,2022-10-12,0.4,228,361,3
9608,40293857,New!  La Chada Night Market studio 2PPL near MRT,201677068,Curry,Huai Khwang,13.77161,100.5785,Entire home/apt,1000,1,16,2020-08-21,0.43,228,0,0
9615,40390998,Private Room With Window,108945430,Rabbitat Hostel,Ratchathewi,13.75453,100.53295,Private room,800,1,1,2022-11-07,0.58,5,365,1
9616,40391125,blossom舒适两床/摩天轮夜市周边/老码头/环境优美/阳台/surasakBTS@sathon,162537040,Songnya,Sathon,13.71005,100.52123,Private room,620,200,1,2020-02-21,0.03,13,179,0
9618,40407914,Vtara两室一厅/地铁站免费接驳车曼谷中心城区/nana商圈/泳池健身房/伊卡迈街区/24小时安保,162537040,Songnya,Khlong Toei,13.71705,100.57517,Entire home/apt,3300,300,0,,0.0,13,179,0
9621,40417188,"New room near city center, Siam paragon, mbk",23415326,Cherry,Ratchathewi,13.75249,100.5285,Entire home/apt,2814,3,8,2022-11-13,0.22,1,157,1
9622,40418042,"2Minutes walk toBTS Ratchathewi, Pratunam/Siam/MBK",40262107,Patty,Ratchathewi,13.7527,100.52916,Entire home/apt,1171,1,15,2021-12-01,0.4,39,88,0
9623,40432489,Superior Room - I Residence Hotel Sathorn,301148796,Sawassakorn,Sathon,13.72254,100.53693,Private room,1500,1,0,,0.0,9,365,0
9624,40432631,"Junior Suite-1Living Room,I Residence Hotel Sathon",301148796,Sawassakorn,Sathon,13.72059,100.53893,Private room,2500,1,0,,0.0,9,365,0
9626,40435345,New!  La Chada Night Market 1BR 2PPL near MRT,201677068,Curry,Huai Khwang,13.77198,100.57848,Entire home/apt,1057,1,7,2020-07-21,0.19,228,0,0
9627,40435818,New!  La Chada Night Market studio 2PPL near MRT,201677068,Curry,Huai Khwang,13.77159,100.58038,Entire home/apt,1000,1,9,2020-08-27,0.24,228,0,0
9628,40435861,Private Without Window - Rabbit on the Beach,108945430,Rabbitat Hostel,Ratchathewi,13.75572,100.53303,Private room,800,1,0,,0.0,5,365,0
9629,40436164,Private Without Window,108945430,Rabbitat Hostel,Ratchathewi,13.75592,100.53412,Private room,800,1,0,,0.0,5,365,0
9633,40437511,Cozy & Comfy 2 Bunk-Beds Room for 4 People @SNAP,312777081,S'Nap,Ratchathewi,13.7507,100.52969,Shared room,1400,1,1,2019-11-30,0.03,2,178,0
9635,40646823,温馨舒适的家/cozy and clean  /可住3成人/乳胶寝具 / infinity pool,310142676,Jason,Huai Khwang,13.77085,100.58292,Entire home/apt,1244,100,14,2020-03-03,0.38,2,90,0
9639,40660504,Vtara一室一厅/地铁站免费接驳车/曼谷中心城区/通罗站bts/泳池健身房/伊卡迈街区/nana圈,162537040,Songnya,Khlong Toei,13.71615,100.57714,Entire home/apt,1350,300,2,2020-02-11,0.05,13,179,0
9641,40666229,Loft Room in Prime Sathorn/near BTS(room3a),23876548,Kate,Sathon,13.71414,100.52748,Private room,690,2,52,2022-12-05,1.41,9,209,7
9649,40319983,Teegether Hostel,311564425,Veerachai,Ratchathewi,13.75693,100.53024,Private room,1450,1,0,,0.0,1,91,0
9650,40667826,BTS Asok&MRT New Luxury Private Room (VOQUE),265773549,Ting,Khlong Toei,13.72829,100.56127,Private room,2700,3,1,2020-03-08,0.03,1,358,0
9654,40671587,Moon 09近BTS On nut/花园泳池/健身房/WiFi/机场/商场/市中心/网红,231239852,Aimy,Khlong Toei,13.70752,100.59972,Entire home/apt,600,90,2,2020-01-14,0.05,19,83,0
9656,40330604,THE WHITE EMPEROR LUXURY :1 BR /BIG /POOL /MRT,79624768,Eva,Huai Khwang,13.7603,100.56863,Entire home/apt,2386,1,18,2022-02-05,0.54,44,61,1
9660,40682953,(SKV23)Budget Private Room for 10 near BTS/MRT,148066010,Tanya,Vadhana,13.73973,100.56666,Private room,2500,1,1,2020-01-01,0.03,1,90,0
9662,40688352,Near The Grand Palace/ASOK Station/Sukhumvit,314945555,Nana,Khlong Toei,13.73402,100.55857,Entire home/apt,2243,1,18,2022-09-05,0.49,49,358,3
9666,40692770,ใจกลางกรุงเทพ,55514474,Nop,Vadhana,13.74128,100.58436,Entire home/apt,1500,2,0,,0.0,1,365,0
9669,40709593,Omnitower cozy apartment nana 27 th floor good view,164627457,M,Khlong Toei,13.73661,100.55233,Entire home/apt,1917,1,21,2022-12-07,0.57,7,360,5
9673,40714608,30days! AirportLink Sukhumvit NANA MaxValu 2BR(4P),52161947,Noons,Ratchathewi,13.75096,100.55574,Entire home/apt,2527,3,11,2022-10-16,0.3,99,363,5
9674,40715700,2 Bedroom / perfect stay quite near Bumrungrad,215798558,Mint,Vadhana,13.74533,100.55377,Entire home/apt,2000,2,0,,0.0,7,84,0
9677,40446442,Thonglor/ Best location/ 55sqm,283565412,Pakjira,Khlong Toei,13.7277,100.57138,Entire home/apt,3260,1,1,2019-12-06,0.03,1,90,0
9679,40453298,Private room for Female - Rabbit Hole,108945430,Rabbitat Hostel,Ratchathewi,13.75391,100.53423,Private room,800,1,1,2019-12-29,0.03,5,365,0
9682,40455753,Hidden Emerald studio room Near Bts Phomphong,238195812,Exostay,Khlong Toei,13.7264,100.56659,Entire home/apt,1206,2,14,2022-12-12,0.38,13,157,3
9685,40459041,曼谷素坤逸24街豪华公寓/ 屋顶泳池.健身房/BTS彭蓬站/T21商场/四面佛/暹罗商场/火车夜市+,296659086,Summer,Khlong Toei,13.72489,100.56779,Entire home/apt,1830,2,13,2022-12-27,0.35,22,174,7
9686,40459331,sky pool/Sukhumvit/Prom Prong/asok/Terminal 21/gym,52161947,Noons,Vadhana,13.7341,100.56699,Entire home/apt,2845,1,15,2022-12-22,0.41,99,351,4
9692,40461584,Sathon Happyland Condo,168835220,Cartoon R.,Sathon,13.71613,100.52847,Private room,2700,2,0,,0.0,2,363,0
9694,40461861,Loft and Modern Room with 5* Comfort Close(1a),23876548,Kate,Sathon,13.7139,100.52653,Private room,521,1,10,2022-11-24,0.27,9,327,7
9701,40474703,One bedroom condo in On Nut,7396169,Fabien,Vadhana,13.71129,100.60125,Entire home/apt,1100,7,13,2022-11-29,0.35,1,103,5
9704,40482139,周租9折 2大床住4人 网美泳池无敌景观 凌晨可入住 曼谷 New Landscape,259670420,Mored,Huai Khwang,13.75592,100.58396,Entire home/apt,1000,7,7,2020-02-20,0.19,4,0,0
9706,40491040,纯泰国本地人小区 5日88折无边泳池 可住5人火车夜市 曼谷新CBD RAMA9 凌晨可入住 RCA,259670420,Mored,Huai Khwang,13.75096,100.59687,Entire home/apt,1580,30,5,2020-02-28,0.13,4,0,0
9711,40738498,日本高级住宅区Ekkamai /后花园/1.8大床/泳池健身/紧邻网红酒吧咖啡餐厅,173284172,Amy,Vadhana,13.73018,100.59233,Entire home/apt,1080,7,8,2020-04-15,0.22,1,155,0
9713,40740652,A25 温馨两房一厅+衣食住行方便/two bedrooms with a good view.,158654054,Erica,Khlong Toei,13.70484,100.59377,Private room,1184,30,1,2022-07-13,0.18,27,343,1
9714,40740902,A penthouse room at Supalai Premier Asoke(37th Fl),314157565,Wachiraphon,Huai Khwang,13.74954,100.56456,Entire home/apt,1200,30,0,,0.0,1,59,0
9718,40813283,Alcohol disinfects the room.Safety. Rest assured,66868898,WM•House,Huai Khwang,13.78103,100.57393,Entire home/apt,926,1,5,2020-11-20,0.14,6,78,0
9719,40814895,"2 Mins walk BTS. 6pplwalk Siam, MBK,CTW,WaterGate",40262107,Patty,Ratchathewi,13.75272,100.52987,Entire home/apt,1429,1,2,2022-09-26,0.06,39,86,1
9721,40826448,A27 超方便单人间，东西齐全可做饭/super nice studio for 2 people,158654054,Erica,Khlong Toei,13.70361,100.59453,Private room,650,30,4,2021-09-11,0.11,27,0,0
9725,40831716,Q❷市中心46方一房一厅！顶楼360度无边游泳池！BTS+机场快线+步行四面佛、暹罗广场、杰特宁医院,222512870,Yi,Ratchathewi,13.749319,100.543892,Entire home/apt,1710,28,16,2022-11-09,0.44,10,74,2
9735,40749421,Condo near BTS Ekamai,97471668,Kulwadee,Khlong Toei,13.71159,100.58349,Private room,535,30,0,,0.0,2,149,0
9737,40493144,Cozy & Comfy Bunk-Bed Room for 2 People @S'NAP,312777081,S'Nap,Ratchathewi,13.75084,100.5293,Shared room,850,1,0,,0.0,2,178,0
9753,40504378,T10 ☆Family Studio☆  (upto 6) w/ Private Rooftop,287313056,Theme,Ratchathewi,13.75427,100.53709,Private room,3408,1,12,2022-12-10,0.32,12,311,4
9764,40877710,"Charming little 1 BR APT-Lumpini MRT,Sathon-Center",15214203,Bee,Sathon,13.7204,100.54777,Entire home/apt,1500,1,6,2022-11-29,0.17,29,298,4
9765,40878184,Thonglor Condo for yearly rent,4154759,Mimi,Khlong Toei,13.71657,100.57699,Entire home/apt,800,90,1,2020-04-07,0.03,4,28,0
9766,40879249,Skybath 2 Bedroom apt in city center-Lumpini MRT,15214203,Bee,Sathon,13.71902,100.54752,Entire home/apt,3067,1,12,2022-10-31,0.33,29,302,6
9774,40770915,(SUBWAY)MRT_HuaiKhwang walk 10sec /  Luxury condo,316738753,Nanthana,Huai Khwang,13.77801,100.57413,Entire home/apt,1811,3,11,2022-12-02,0.3,5,340,6
9785,41032285,E1房走2分钟到Ekkmail BTS/getaway商场/超市/Ekkmail 汽车站/,231239852,Aimy,Khlong Toei,13.71698,100.58406,Entire home/apt,2580,90,0,,0.0,19,83,0
9787,41033755,30days! Sukhumvit NANA  2BR 4PPL near ARL&MRT,314945555,Nana,Ratchathewi,13.74904,100.55613,Entire home/apt,2527,3,11,2022-06-26,0.3,49,359,2
9793,40519174,1 Bed/Central World/Lumpini Park/Siam Paragon,20133201,Willam,Ratchathewi,13.75117,100.55634,Entire home/apt,1408,2,2,2020-01-30,0.05,33,303,0
9800,41049155,1 BR50sqm.@ Ekkamai 12 near Thonglor!,318596748,Piyapat,Vadhana,13.73108,100.58671,Entire home/apt,1300,1,5,2022-11-21,0.93,3,82,5
9807,40924958,LUXURY APT IN EKKAMAI/SUKHUMVIT/MONTHLY DISCOUNT,318632037,Athena,Vadhana,13.73923,100.58967,Entire home/apt,1450,21,0,,0.0,6,138,0
9808,40925800,LUXURY APT IN EKKAMAI/SUKHUMVIT/MONTHLY DISCOUNT,318632037,Athena,Vadhana,13.74104,100.59073,Entire home/apt,1500,21,1,2022-12-04,1.0,6,133,1
9809,40926169,Cozy 1 bed in Sukhumvit (28 sqm. 8FL.),42239335,Kane,Khlong Toei,13.70533,100.5926,Entire home/apt,800,14,3,2022-11-24,0.33,1,200,3
9810,40927725,LUXURY APT IN EKKAMAI/SUKHUMVIT/MONTHLY DISCOUNT,318632037,Athena,Vadhana,13.72972,100.58723,Entire home/apt,1450,21,6,2022-12-01,0.16,6,148,4
9812,40927793,Near MRT / 7-11/  Rama 9/ (抖音网红) 火车夜市,296460330,RoomQuest,Huai Khwang,13.79271,100.5752,Private room,900,1,3,2020-02-08,0.08,12,235,0
9815,40930969,brand new! New CBD Apartments in Bangkok,201677068,Curry,Huai Khwang,13.76736,100.58692,Entire home/apt,1000,1,1,2020-01-10,0.03,228,0,0
9817,40938802,2 BR 80sqm.@ Ekkamai 12 near Thonglor!,318596748,Piyapat,Vadhana,13.73078,100.58823,Entire home/apt,2500,1,0,,0.0,3,87,0
9818,40940606,Asoke Top view luxury&convenience condo.,52010396,Liz,Vadhana,13.74084,100.55924,Entire home/apt,1500,60,7,2022-11-30,0.2,1,133,4
9825,40953815,BTS Asoke Luxury @21Terminal@ Siam Center@EM@Nana,187409205,翔,Vadhana,13.73754,100.56022,Entire home/apt,2423,30,8,2020-03-12,0.22,1,56,0
9826,40955324,Near The Grand Palace/ASOK Station/Sukhumvit#01,314945555,Nana,Khlong Toei,13.73548,100.559,Entire home/apt,2307,1,14,2022-09-16,0.38,49,361,4
9827,40955934,New!  La Chada Night Market 1BR 2PPL near MRT,314945555,Nana,Huai Khwang,13.77227,100.58154,Entire home/apt,1057,1,11,2020-03-22,0.3,49,0,0
9828,40958188,"Single room with private bath, walk to BTS & shops",23526677,Sai,Khlong Toei,13.71739,100.58738,Private room,480,1,3,2022-08-18,0.4,9,0,3
9829,40522529,"VTARA SUKHUMVIT 36
 CONDO，near BTS THONG LO，通罗附近",42334762,雷,Khlong Toei,13.71646,100.57762,Entire home/apt,853,3,8,2022-11-11,0.22,1,52,4
9830,40959766,"Luxury condo at Thonglor, 1BR/1Bath/Big Balcony",46605329,Nontaphom,Huai Khwang,13.74555,100.58366,Entire home/apt,950,1,5,2022-03-18,0.14,2,210,1
9831,40522953,Bangkok/Victory Monument/city center New building,95814194,Alpha,Ratchathewi,13.75981,100.53489,Entire home/apt,500,90,1,2020-03-13,0.03,2,54,0
9840,40974160,素坤逸24街豪华公寓/天际泳池/BTS彭蓬站.EM商场/T21商场/四面佛/暹罗百丽宫/火车夜市4+,296659086,Summer,Khlong Toei,13.72739,100.56909,Entire home/apt,2299,2,6,2022-12-16,0.16,22,155,2
9843,40974730,Nana四面佛酒吧街.2 bedroom新都市主义.Near MRT and BTS提供接机服务,219301393,Jack,Ratchathewi,13.74995,100.55587,Entire home/apt,2480,15,2,2020-02-21,0.06,9,91,0
9844,41051479,"NEW! Paradiso1B,PoolView, WIFI&Netflix,Monthly中文語",240603715,Sasikarn,Huai Khwang,13.7806,100.58103,Entire home/apt,1253,30,8,2022-07-24,0.27,31,79,3
9847,41052326,长租有特惠《梦馨居》Bangkok曼谷辉煌新商业区拉差达火车夜市，亚洲公寓设计大奖，辉煌地铁站代购街,304429745,Tian,Huai Khwang,13.772,100.58413,Entire home/apt,668,30,3,2022-04-24,0.08,3,325,1
9848,40978075,Studio 30sqm.@ Ekkamai 12 near Thonglor!,318596748,Piyapat,Vadhana,13.74126,100.58627,Entire home/apt,1100,1,2,2020-03-01,0.06,3,87,0
9849,41052434,New!  La Chada Night Market studio 2PPL near MRT,314945555,Nana,Huai Khwang,13.7731,100.57886,Entire home/apt,1057,1,9,2020-03-26,0.25,49,0,0
9850,41052564,E2/豪华2房/5人/走路2分钟到Ekkmail BTS车站/Getaway商场/芭提雅方向汽车站,231239852,Aimy,Khlong Toei,13.71707,100.58414,Entire home/apt,2800,90,1,2019-12-27,0.03,19,90,0
9857,40980894,曼谷体验试公寓，精品一居，乳胶枕，免费花园泳池健身房，近摩天轮夜市/湄南河/暹罗四面佛/曼谷精心攻略,51192901,Dylan,Sathon,13.71235,100.51921,Entire home/apt,2885,1,4,2020-02-12,0.11,14,0,0
9858,40989584,🏅️月租30%市中心Asoke15F全景落地窗大阳台50spm厨房洗衣房客厅/NANA/康明医院/,131270916,Magic,Ratchathewi,13.75098,100.55575,Entire home/apt,1585,29,4,2022-05-29,0.11,33,319,1
9860,40992049,曼谷人家花园一居室，免费花园泳池健身房，码头直达摩天轮夜市、大皇宫、郑王庙，天铁直达暹罗、四面佛商圈,51192901,Dylan,Sathon,13.71054,100.52117,Entire home/apt,2885,5,3,2020-03-10,0.08,14,0,0
9861,40993256,【全新2人套房】隐藏于城市中心的秘密花园，近摩天轮夜市/暹罗四面佛商圈，漫步市井，体验曼谷人家生活,51192901,Dylan,Sathon,13.71244,100.51979,Entire home/apt,2885,1,3,2020-02-18,0.08,14,0,0
9862,40993620,New!  La Chada Night Market 1BR 2PPL near MRT,52161947,Noons,Huai Khwang,13.77267,100.57952,Entire home/apt,1057,1,8,2020-04-12,0.22,99,0,0
9863,40994289,New!  La Chada Night Market Studio 2PPL near MRT,52161947,Noons,Huai Khwang,13.77293,100.57986,Entire home/apt,1000,1,8,2020-09-18,0.22,99,0,0
9864,41059361,Bangkok room for rent at Sukhumvit 55 near BTS,226540611,Nattaporn,Huai Khwang,13.74475,100.58429,Entire home/apt,567,90,0,,0.0,1,246,0
9867,41067091,A romantic space for couples,93977794,Apasiri,Khlong Toei,13.723,100.57013,Private room,1800,1,0,,0.0,4,365,0
9868,41067146,A cosy & relax place in the heart of sukhumvit,93977794,Apasiri,Khlong Toei,13.72653,100.56662,Private room,1800,1,0,,0.0,4,362,0
9869,41067178,A Cosy & Relax suite,93977794,Apasiri,Khlong Toei,13.72447,100.56708,Private room,1800,1,1,2020-01-02,0.03,4,365,0
9873,41069723,30days! Sukhumvit NANA spacious 2BR near  BTS  ARL,314945555,Nana,Ratchathewi,13.7511,100.55458,Entire home/apt,2527,3,18,2022-12-09,0.5,49,357,4
9877,41157557,sukumvit24/BTS Phrom phong/T21&Emporium/sky pool~4,296659086,Summer,Khlong Toei,13.72739,100.56766,Entire home/apt,1919,2,2,2022-08-19,0.35,22,170,2
9878,41157602,曼谷素坤逸24豪华公寓/屋顶泳池/BTS彭蓬站.EM商场/T21商场 暹罗商圈四面佛/火车夜市7+,296659086,Summer,Khlong Toei,13.7253,100.56847,Entire home/apt,1799,2,12,2022-12-25,0.34,22,166,5
9879,41157688,sukumvit24/BTS Phrom phong/T21&Emporium/sky pool~7,296659086,Summer,Khlong Toei,13.72711,100.56861,Entire home/apt,1842,2,1,2022-12-20,1.0,22,175,1
9880,41157727,sukumvit24/BTS Phrom phong/T21&Emporium/sky pool~6,296659086,Summer,Khlong Toei,13.72761,100.56753,Entire home/apt,2240,2,5,2022-12-16,0.14,22,174,4
9886,41070059,APPLE HOSTEL BANGKOK - SUITE ROOM,200920458,Việt Anh,Ratchathewi,13.75672,100.54382,Private room,900,1,0,,0.0,8,180,0
